Iso_code,Country,Relationship,Year,Unity,Value
NZL,New Zealand,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",135.970515009711
OMN,Oman,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",0
POL,Poland,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",15.1498583548602
SWE,Sweden,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",344.729946382372
VEN,Venezuela (Bolivarian Republic of),Relationship to perpetrator is not known,2018,"Rate per 100,000 population",1.43793723111073
AUT,Austria,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",1.59574751019062
AZE,Azerbaijan,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",1.17722937330098
CAN,Canada,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",0.153589956021899
CHE,Switzerland,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",7.91232038512178
DEU,Germany,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",5.63091908231592
DNK,Denmark,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",141.34370196965
ESP,Spain,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",6.95842267540198
FIN,Finland,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",93.355051795958
FRA,France,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",111.08436106287
GUY,Guyana,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",0
HRV,Croatia,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",12.2511369997531
HUN,Hungary,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",0
ITA,Italy,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",14.2765407060601
KNA,Saint Kitts and Nevis,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",170.99584724371
LTU,Lithuania,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",2.57052803918803
LVA,Latvia,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",2.42235386908049
MEX,Mexico,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",46.0060757379228
NOR,Norway,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",140.748686490124
POL,Poland,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",16.4638582072736
SVN,Slovenia,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",0
SWE,Sweden,Relationship to perpetrator is not known,2019,"Rate per 100,000 population",199.645179717883
AUT,Austria,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",1.98898280325468
AZE,Azerbaijan,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",0.748952906225335
CAN,Canada,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",0.162625825830993
CHE,Switzerland,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",8.33982560804336
CZE,Czechia,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",9.54436153742073
DEU,Germany,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",6.54766576307774
DNK,Denmark,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",142.946905435124
ESP,Spain,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",5.97074995020925
FIN,Finland,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",96.481946619755
FRA,France,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",110.06826953115
GUY,Guyana,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",0
HRV,Croatia,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",4.99235693925728
HUN,Hungary,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",0
ITA,Italy,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",13.4272126109482
KNA,Saint Kitts and Nevis,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",195.356219857146
LTU,Lithuania,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",1.46757852212174
LVA,Latvia,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",1.56871665251554
MAR,Morocco,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",3.43146104034432
NOR,Norway,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",140.434638644238
POL,Poland,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",13.0808502401432
SVN,Slovenia,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",0
SWE,Sweden,Relationship to perpetrator is not known,2020,"Rate per 100,000 population",170.371479340565
AUT,Austria,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",1.21386757631696
BHS,Bahamas,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",0.93950525653191
CAN,Canada,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",0.177129405429725
CHE,Switzerland,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",8.86367462821111
COL,Colombia,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",22.2594097823631
CZE,Czechia,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",10.6855191718835
DEU,Germany,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",6.81583177618399
DNK,Denmark,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",183.305439273658
ESP,Spain,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",7.63569579173225
FIN,Finland,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",118.81610886526
FRA,France,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",147.18828440411
GUY,Guyana,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",0
HRV,Croatia,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",6.00013344296777
HUN,Hungary,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",0
ITA,Italy,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",15.0261436128533
KNA,Saint Kitts and Nevis,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",65.0631315698514
LTU,Lithuania,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",1.28472736394906
MEX,Mexico,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",40.2858943039076
NOR,Norway,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",157.68664503922
POL,Poland,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",14.2341695790017
SVN,Slovenia,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",0
SWE,Sweden,Relationship to perpetrator is not known,2021,"Rate per 100,000 population",167.058645515915
AUT,Austria,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",1.98307336710434
BHS,Bahamas,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",0
BLZ,Belize,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",0
CAN,Canada,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",0.248138823125639
CHE,Switzerland,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",9.56810135914766
COL,Colombia,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",20.3624419606237
CZE,Czechia,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",11.2874151518805
DEU,Germany,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",9.10413834350286
DNK,Denmark,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",176.638515925209
ESP,Spain,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",9.77337018484969
FIN,Finland,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",121.764982167834
FRA,France,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",164.407716224107
GUY,Guyana,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",0
HRV,Croatia,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",6.72368903180087
HUN,Hungary,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",0
IRL,Ireland,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",1.53930010786942
ITA,Italy,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",17.6470985920224
KNA,Saint Kitts and Nevis,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",129.83587933378
LTU,Lithuania,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",0.548548044751921
MAR,Morocco,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",6.23468119347385
NOR,Norway,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",142.001504331919
POL,Poland,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",13.9630084354614
SVN,Slovenia,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",0
SWE,Sweden,Relationship to perpetrator is not known,2022,"Rate per 100,000 population",164.216321416805
